機構名稱,機構代碼,地址,行政區,電話,家庭醫學科,內科,外科,整形外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,神經科,神經外科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,職業醫學科,西醫一般科,口腔病理科,口腔顏面外科,齒顎矯正科,牙科一般科,牙科,中醫一般科,中醫,中醫內科,中醫外科,中醫婦科,中醫兒科,傷科,中醫眼科,針灸科,痔科
靖泰牙醫診所,3702060476,高雄市新興區中正四路３０號,新興區,07 2871859,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
迦南牙醫診所,3702060510,高雄市新興區林森一路一六三號二摟之二,新興區,07 2161048,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
德美牙醫診所,3702060538,高雄市新興區中山一路１３６號,新興區,07 2369008,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
蕭志文醫院,1502060014,高雄市新興區七賢一路一Ｏ二號,新興區,07 2240252,有,無,無,無,無,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
原祿骨科醫院,1502060112,高雄市新興區中正三路５２號,新興區,07 2371013,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
惠仁醫院,1502060149,高雄市新興區中山一路６７之２號,新興區,07 2010196,無,有,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
新華醫院,1502061208,高雄市新興區七賢二路97號地下1層，地上1至6層,新興區,07-2876080,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
七賢脊椎外科醫院,1507330011,高雄市新興區七賢一路420號B1-8樓,新興區,,無,有,無,無,無,無,有,無,無,無,無,無,無,有,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
靜和醫院,1502060041,"高雄市新興區民族二路176,178,180,182號",新興區,07 2229612,有,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
高雄市新興衛生所,2302060011,高雄市新興區中正三路二十五號四樓,新興區,07- 2294121,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蔡忠雄外科診所,3502060016,高雄市新興區五福二路１０號,新興區,07 2265701,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
林哲雄診所,3502060034,高雄市新興區忠孝一路９５號,新興區,07 2615514,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
林文達泌尿外科診所,3502060052,高雄市新興區中山一路２５３號,新興區,07 2885140,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
葉英鏘診所,3502060150,高雄市新興區洛陽街１號,新興區,07 2387871,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
莊眼科診所,3502060169,高雄市新興區中正四路２７－１號,新興區,07 2210121,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
李耳鼻喉科診所,3502060285,高雄市新興區林森二路２３３號,新興區,07 2910694,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
黃清澄婦產科診所,3502060301,高雄市新興區七賢二路９４號,新興區,07 2862131,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
明法眼科診所,3502060356,高雄市新興區信守街１０９號,新興區,07 2249046,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
清水診所,3502060383,高雄市新興區林森一路１０７－１號,新興區,07 2210976,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
李建山外兒科診所,3502060516,高雄市新興區中正四路６９號,新興區,07 2712292,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
紀耳鼻喉科診所,3502060534,高雄市新興區林森一路１５４－１號,新興區,07 2719087,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
文彬內兒科診所,3502060552,高雄市新興區五福二路７２號,新興區,07 2269090,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蘇信福診所,3502060561,高雄市新興區林森一路２７４號,新興區,07 2379119,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
郭聰德外科診所,3502060570,高雄市新興區忠孝一路４２１號,新興區,07 2352188,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
愛心內兒科診所,3502060605,高雄市新興區仁愛二街８號,新興區,07 2017680,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
展華內兒科診所,3502060632,高雄市新興區八德一路１８２號,新興區,07 2386222,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
明恩耳鼻喉科診所,3502060749,高雄市新興區六合一路46號,新興區,07 2388272,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
李內兒科診所,3502060856,高雄市新興區七賢一路２０２號,新興區,07 2388011,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
陳中柱外內科診所,3502060883,高雄市新興區林森一路１２０號,新興區,07 2815287,無,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
邱弘璨皮膚科診所,3502061040,高雄市新興區六合路183號2樓,新興區,07 2225085,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
王育彥耳鼻喉科診所,3502061059,高雄市新興區七賢一路４７６號,新興區,07 2352268,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
毛重富耳鼻喉科診所,3502061139,高雄市新興區復興一路10７之１號,新興區,07 2350168,無,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
亨明眼科診所,3502061255,高雄市新興區六合路１７９號,新興區,07 2257588,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
南和診所,3502061362,高雄市新興區南台路３７之２號,新興區,07 2722217,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
方骨科診所,3502061415,高雄市新興區民族二路１５號,新興區,07 2273495,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
邱育德整形外科診所,3502061460,高雄市新興區中山一路２３８號一樓二樓三樓,新興區,07 2373037,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
杏霖眼科診所,3502061504,高雄市新興區民族二路６９號一樓,新興區,07 2362270,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
謝前亮診所,3502061559,高雄市新興區六合路167號一樓,新興區,07 2259763,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蘇素環神經科診所,3502061577,高雄市新興區忠孝一路５０８號一樓,新興區,07 2366661,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
七賢診所,3502061586,高雄市新興區七賢二路８９號一樓,新興區,07 2887338,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
晉安復健科診所,3502061595,高雄市新興區五福二路158號1樓2樓3樓,新興區,07 2416888,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
邱淑雅婦產科診所,3502062645,高雄市新興區林森二路198號一之三樓,新興區,2823377,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
江禎平整形外科診所,3502062654,高雄市新興區七賢一路457號二樓,新興區,2360023,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
吳信福整形外科診所,3502062663,高雄市新興區中山一路114號一樓二樓三樓,新興區,07-2155057,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
世驊眼科診所,3502062672,高雄市新興區青年一路170 172 174號一樓二樓,新興區,07-2273737,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蘇榮茂診所,3502062725,高雄市新興區民族二路76號一至四樓,新興區,07-2231243,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
信恩診所,3502062734,高雄市新興區六合一路90-1號一樓,新興區,07-2384119,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
文中皮膚科診所,3502062814,高雄市新興區五福二路68號一樓二樓,新興區,07-2271309,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
陳文甲眼科診所,3502062850,高雄市新興區五福一街6號一樓,新興區,07-2268839,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蘇明揚眼科診所,3502062869,高雄市新興區達仁街96號一樓二樓,新興區,07-2263552,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
陳明琮眼科診所,3502062878,高雄市新興區六合一路32號一樓二樓,新興區,07-2364299,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
家佳診所,3502062976,高雄市新興區和平一路193號一樓二樓,新興區,07-2234383,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蔡瑞聲診所,3502063035,高雄市新興區中正三路六十三號一樓及夾層,新興區,07-2413388,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
賀順內科診所,3502063044,高雄市新興區新田路一五八號一樓,新興區,07-2816518,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
增田診所,3502063062,高雄市新興區八德一路一五五至一五七號一樓,新興區,07-2363128,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
健和診所,3502063115,高雄市新興區青年一路278號一至四樓,新興區,07-2513388,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
亮晶晶眼科診所,3502063133,高雄市新興區五福一路132號1樓及136號1-2樓,新興區,07-2226800,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蘇鉉釗耳鼻喉科診所,3502063151,高雄市新興區林森一路274、276號1-2樓,新興區,07-2379119,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
維格皮膚科診所,3502063240,高雄市新興區五福一路120號一樓、及夾層、二樓,新興區,07-2291237,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
偉峰診所,3502063259,高雄市新興區復興一路16號1樓、夾層,新興區,07-2222123,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
藍茂盛診所,3502060785,高雄市新興區六合一路１３０之1號,新興區,07 2372345,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
歐興昌診所,3502060794,高雄市新興區民生一路３４９號,新興區,07 2813299,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
謝德利診所,3502061291,高雄市新興區林森一路１５８號,新興區,07 2413308,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
東生診所,3502061406,高雄市新興區五福一路８６號,新興區,07 2263216,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
維德診所,3502061513,高雄市新興區七賢一路４５７號一樓,新興區,07 2359564,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
